Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,17/05/2021,Bill,1351,Broadbent Leather goods,"Removing Case, tipping in extra page and re-casing blue cloth book",Creditors,12,"324,726.01"
,17/05/2021,Bill,1351,Broadbent Leather goods,Tipping in extra page,Creditors,3,"324,729.01"
,17/05/2021,Bill,1351,Broadbent Leather goods,Shooting book in black croc-print leather,Creditors,58.75,"324,787.76"
,17/05/2021,Bill,44364,The Company of Gunmakers,Sako.243 Win B/A Rifle proof serial No Y83609,Creditors,23.5,"324,811.26"
,31/05/2021,Journal Entry,3179,,"LTC Released Gordy and Son (Modessett)
s/n 18727",-Split-,"27,760.56","352,571.82"
,31/05/2021,Journal Entry,3124,,S2M1FT2018,-Split-,14.57,"352,586.39"
,31/05/2021,Journal Entry,3124,,S2M1FT0217,-Split-,34.79,"352,621.18"
,31/05/2021,Journal Entry,3124,,S2M1FT2006,-Split-,11.39,"352,632.57"
,31/05/2021,Journal Entry,3124,,S2M1FT0205,-Split-,60.07,"352,692.64"
,31/05/2021,Journal Entry,3124,,S2M1FT2022,-Split-,18.9,"352,711.54"
,31/05/2021,Journal Entry,3124,,S2M1FT2028,-Split-,18.2,"352,729.74"
,31/05/2021,Journal Entry,3124,,S2M1FT2004,-Split-,29.9,"352,759.64"
,31/05/2021,Journal Entry,3124,,S2M1FT0213,-Split-,31.42,"352,791.06"
,31/05/2021,Journal Entry,3124,,S2M1FT0194,-Split-,29.88,"352,820.94"
,31/05/2021,Journal Entry,3124,,S2M1FT2026,-Split-,21,"352,841.94"
,31/05/2021,Journal Entry,3124,,S2M1FT0199,-Split-,29,"352,870.94"
,31/05/2021,Journal Entry,3124,,S2M1FT2021,-Split-,17.25,"352,888.19"
,31/05/2021,Journal Entry,3124,,S2M1FT2023,-Split-,15.36,"352,903.55"
,31/05/2021,Journal Entry,3124,,S2M1FT2007,-Split-,16.22,"352,919.77"
,31/05/2021,Journal Entry,3124,,S2M1FT0187,-Split-,27.5,"352,947.27"
,31/05/2021,Journal Entry,3124,,S2M1FT2028,-Split-,16.38,"352,963.65"
,31/05/2021,Journal Entry,3124,,S2M1FT2018,-Split-,14.57,"352,978.22"
,31/05/2021,Journal Entry,3124,,S2M1FT1979,-Split-,4.95,"352,983.17"
,31/05/2021,Journal Entry,3124,,S2M1FT1978,-Split-,8.55,"352,991.72"
,31/05/2021,Journal Entry,3124,,S2M1FT0374,-Split-,0,"352,991.72"
,31/05/2021,Journal Entry,3124,,S2M1FT1397,-Split-,0,"352,991.72"
,31/05/2021,Journal Entry,3124,,S2M1FT2021,-Split-,17.25,"353,008.97"
,31/05/2021,Journal Entry,3124,,S2M1FT2023,-Split-,15.36,"353,024.33"
,31/05/2021,Cheque,972,,cookson gold,Commercial card,70.28,"353,094.61"
,31/05/2021,Cheque,962,,cookson gold,Commercial card,142.03,"353,236.64"
,31/05/2021,Bill,600550,Traditional English Guncases Ltd,Oak & Leather Case for .350 Rigby: Take Down rifle London,Creditors,"7,000.00","360,236.64"
,31/05/2021,Journal Entry,3141,,Sidney Hiscox accessories,-Split-,"1,937.70","362,174.34"
,31/05/2021,Journal Entry,3141,,being released to P&L accessories stock,-Split-,"15,201.38","377,375.72"
,31/05/2021,Journal Entry,3141,,being released to P&L s/n 10800,-Split-,"31,836.14","409,211.86"
,31/05/2021,Journal Entry,3115,,Harper office Packing Material  May  2021,-Split-,225.62,"409,437.48"
,31/05/2021,Journal Entry,3179,,"LTC Released Gordy and Son (Modessett)
s/n 18728",-Split-,"24,884.94","434,322.42"
,01/06/2021,Bill,,The Company of Gunmakers,RIGBY .500 NE DOUBLE RIFLE INSTANT PROOF,Creditors,329.76,"434,652.18"
,01/06/2021,Bill,1191JRL,Laser Welding Services,1off ìSafety Catch Slide,Creditors,120,"434,772.18"
,01/06/2021,Bill,1191JRL,Laser Welding Services,Postage,Creditors,11.85,"434,784.03"
,01/06/2021,Bill,156,Fox & Co Bespokw Ltd,"En-14398grave Arab crest, as per photo from Jamie",Creditors,140,"434,924.03"
,01/06/2021,Bill,1332,Broadbent Leather goods,Shooting book in brown croc-print leather,Creditors,390,"435,314.03"
,01/06/2021,Bill,1351,Broadbent Leather goods,Shooting book in brown croc-print leather,Creditors,58.75,"435,372.78"
,01/06/2021,Bill,1351,Broadbent Leather goods,"Removing case, tipping in extra page and re-casing blue cloth book",Creditors,12,"435,384.78"
,01/06/2021,Bill,1351,Broadbent Leather goods,"Artwork and sundry revisions, and printing of two frontis sheets (one
in colour",Creditors,85,"435,469.78"
,01/06/2021,Bill,1351,Broadbent Leather goods,Tipping in extra page,Creditors,3,"435,472.78"
,01/06/2021,Bill,44372,The Company of Gunmakers,CARRIAGE- NEXT WORKING DAY,Creditors,50,"435,522.78"
,01/06/2021,Bill,44389,The Company of Gunmakers,NNJ CUSTOM .243 WIN B/A RIFLE REPROOF,Creditors,110.25,"435,633.03"
,03/06/2021,Bill,1771,Emberleaf Workshop,Brass plate with engraving for 19375,Creditors,50,"435,683.03"
,07/06/2021,Bill,PRO FORMA 201-905-636,Classic Shooting Switzerland,"Daniel Fraser & Co Ltd, Edinburgh,
Barrel Takedown Bolt Magazine Sporting Rifle,
Serial No.: 3314
Caliber: .303",Creditors,"12,214.48","447,897.51"
,11/06/2021,Bill,32,Steve Kelly,Swiss edition Mag Box plate,Creditors,325,"448,222.51"
,14/06/2021,Bill,600562,Traditional English Guncases Ltd,"Full length Green Canvas Rifle. With Case for 
a Corbett
pattern Rifle.No 7018",Creditors,"1,200.00","449,422.51"
,14/06/2021,Bill,600560,Traditional English Guncases Ltd,"Full length Oak Rimmed Case for London Best
B/A Rifle with scope on.-Gun No 7080
Canvas outer cover to match",Creditors,"2,750.00","452,172.51"
,14/06/2021,Bill,44436,The Company of Gunmakers,"1.00 .350 RIGBY MAGNUM B/A RIFLE INSTANT PROOF
SERIAL NO: 7070",Creditors,49.5,"452,222.01"
,14/06/2021,Bill,600559,Traditional English Guncases Ltd,"Lightweight Rifle Case to house H&H Rifle and Scope.
With one canvans cover",Creditors,"1,800.00","454,022.01"
,14/06/2021,Bill,44435,The Company of Gunmakers,"BLASER K95 6.5 CREEDMOOR S/S RIFLE REPROOF
SERIAL NO: 3/112300",Creditors,40,"454,062.01"
,15/06/2021,Supplier Credit,CN-14940,Blaser Group UK supplier,"credit note against invoice no 13060,13424",Creditors,-492,"453,570.01"
,18/06/2021,Bill,102835,PDQ Freight Ltd,Freight,Creditors,"3,636.00","457,206.01"
,18/06/2021,Bill,102835,PDQ Freight Ltd,Export Documentation & Customs,Creditors,70,"457,276.01"
,18/06/2021,Bill,102835,PDQ Freight Ltd,Airline Handling (Export),Creditors,"1,068.70","458,344.71"
,18/06/2021,Bill,102835,PDQ Freight Ltd,Cartage,Creditors,110,"458,454.71"
,18/06/2021,Bill,102835,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"458,471.21"
,18/06/2021,Bill,102835,PDQ Freight Ltd,PDQ Storage,Creditors,455,"458,926.21"
,18/06/2021,Bill,102835,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,210.74,"459,136.95"
,23/06/2021,Bill,INV102834,PDQ Freight Ltd,Import  Documentation & Customs,Creditors,85,"459,221.95"
,23/06/2021,Bill,INV102834,PDQ Freight Ltd,Airline Handling (Export),Creditors,240,"459,461.95"
,23/06/2021,Bill,INV102834,PDQ Freight Ltd,Cartage,Creditors,78.5,"459,540.45"
,23/06/2021,Bill,INV102834,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,43.99,"459,584.44"
,23/06/2021,Bill,INV102834,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"459,600.94"
,23/06/2021,Bill,INV102836,PDQ Freight Ltd,Export Documentation & Customs,Creditors,70,"459,670.94"
,23/06/2021,Bill,INV102836,PDQ Freight Ltd,Freight,Creditors,"1,808.00","461,478.94"
,23/06/2021,Bill,INV102836,PDQ Freight Ltd,Cartage,Creditors,110,"461,588.94"
,23/06/2021,Bill,INV102836,PDQ Freight Ltd,Airline Handling (Export),Creditors,517.7,"462,106.64"
,23/06/2021,Bill,INV102836,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,100.54,"462,207.18"
,23/06/2021,Bill,INV102836,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"462,223.68"
,23/06/2021,Bill,INV102836,PDQ Freight Ltd,Packing,Creditors,160,"462,383.68"
,29/06/2021,Bill,12,T & D O'Neill,Transport,Creditors,780,"463,163.68"
,30/06/2021,Journal Entry,3175,,being released to COS accessories,-Split-,"6,061.12","469,224.80"
,30/06/2021,Journal Entry,3160,,S2M1FT1800,-Split-,30.96,"469,255.76"
,30/06/2021,Journal Entry,3160,,S2M1FT1689,-Split-,139.3,"469,395.06"
,30/06/2021,Journal Entry,3160,,S2M1FT0300,-Split-,2,"469,397.06"
,30/06/2021,Journal Entry,3160,,S2M1FT2058,-Split-,3.9,"469,400.96"
,30/06/2021,Journal Entry,3160,,S2M1FT2005,-Split-,11.72,"469,412.68"
,30/06/2021,Journal Entry,3160,,S2M1FT0190,-Split-,16.73,"469,429.41"
,30/06/2021,Journal Entry,3160,,S2M1FT0397,-Split-,79,"469,508.41"
,30/06/2021,Journal Entry,3160,,S2M1FT0292,-Split-,26.64,"469,535.05"
,30/06/2021,Journal Entry,3160,,S2M1FT2028,-Split-,18.2,"469,553.25"
,30/06/2021,Journal Entry,3160,,S2M1FT0193,-Split-,22.35,"469,575.60"
,30/06/2021,Journal Entry,3160,,S2M1FT0328,-Split-,6.84,"469,582.44"
,30/06/2021,Journal Entry,3160,,S2M1FT2066,-Split-,54,"469,636.44"
,30/06/2021,Journal Entry,3175,,being released to P & L,-Split-,"136,812.47","606,448.91"
,30/06/2021,Journal Entry,3175,,Accrual for Andy Miles invoice for 14714,-Split-,267.65,"606,716.56"
,30/06/2021,Journal Entry,3173,,Harper office Packing Material  June 2021,-Split-,225.62,"606,942.18"
,30/06/2021,Journal Entry,3160,,S2M1FT0941,-Split-,2,"606,944.18"
,30/06/2021,Bill,75699,Quantum,Hardness Test,Creditors,48.5,"606,992.68"
,30/06/2021,Bill,75699,Quantum,Vacuum Annealed,Creditors,175,"607,167.68"
,30/06/2021,Cheque,1042,,wine box,Commercial card,128.7,"607,296.38"
,30/06/2021,Cheque,1045,,wine box,Commercial card,16.98,"607,313.36"
,30/06/2021,Bill,318,Johnsons & Co Ltd,Best Black,Creditors,390,"607,703.36"
,30/06/2021,Journal Entry,3160,,S2M1FT0184,-Split-,38.51,"607,741.87"
,01/07/2021,Bill,INV102843,PDQ Freight Ltd,Airline Handling (Min,Creditors,240,"607,981.87"
,01/07/2021,Bill,INV102843,PDQ Freight Ltd,Import Documentation & Customs,Creditors,85,"608,066.87"
,01/07/2021,Bill,INV102843,PDQ Freight Ltd,Use of Standing Deposit,Creditors,80.81,"608,147.68"
,01/07/2021,Bill,INV102843,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"608,164.18"
,01/07/2021,Bill,INV102843,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,40,"608,204.18"
,01/07/2021,Bill,INV102843,PDQ Freight Ltd,Cartage,Creditors,70,"608,274.18"
,01/07/2021,Bill,,PDQ Freight Ltd,ImpImport Duty/Import VAT,Creditors,238.72,"608,512.90"
,01/07/2021,Journal Entry,3186,,being released to cost of sale adj,-Split-,"1,014.24","609,527.14"
,02/07/2021,Bill,705046,John Rothery Co Ltd,Tools,Creditors,35.72,"609,562.86"
,05/07/2021,Bill,102863,PDQ Freight Ltd,Export Documentation & Customs,Creditors,85,"609,647.86"
,05/07/2021,Bill,102863,PDQ Freight Ltd,Airline Handling (Export),Creditors,270,"609,917.86"
,05/07/2021,Bill,102863,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"609,934.36"
,05/07/2021,Bill,102863,PDQ Freight Ltd,Cartage,Creditors,70,"610,004.36"
,05/07/2021,Bill,102863,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,40,"610,044.36"
,07/07/2021,Bill,ORD05198,Durable Fasteners Ltd,TOOLING KB 6H/15 RIGBY D73063,Creditors,179,"610,223.36"
,12/07/2021,Bill,INV102900,PDQ Freight Ltd,Freight,Creditors,355.2,"610,578.56"
,12/07/2021,Bill,INV102900,PDQ Freight Ltd,Export Documentation & Customs,Creditors,70,"610,648.56"
,12/07/2021,Bill,INV102900,PDQ Freight Ltd,Airline Handling (Export),Creditors,196.5,"610,845.06"
,12/07/2021,Bill,INV102900,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,45.73,"610,890.79"
,12/07/2021,Bill,INV102900,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"610,907.29"
,12/07/2021,Bill,INV102900,PDQ Freight Ltd,Packing,Creditors,100,"611,007.29"
,12/07/2021,Bill,INV102900,PDQ Freight Ltd,Cartage,Creditors,81.5,"611,088.79"
,15/07/2021,Bill,17630,Kynamco Limited,Cost of Sale to Dan Walker,Creditors,19.8,"611,108.59"
,15/07/2021,Bill,17630,Kynamco Limited,Carriage,Creditors,3.9,"611,112.49"
,19/07/2021,Bill,INV102914,PDQ Freight Ltd,Cartage,Creditors,70,"611,182.49"
,19/07/2021,Bill,INV-1821,Emberleaf Workshop,Engraved plates custom framing,Creditors,180,"611,362.49"
,19/07/2021,Bill,INV-1821,Emberleaf Workshop,Elephant framing,Creditors,251,"611,613.49"
,19/07/2021,Bill,INV-1821,Emberleaf Workshop,Rhino framing,Creditors,153.6,"611,767.09"
,19/07/2021,Bill,INV-1821,Emberleaf Workshop,Lions Eyes framing,Creditors,164.4,"611,931.49"
,19/07/2021,Bill,INV-1821,Emberleaf Workshop,Wild dog framing,Creditors,75.8,"612,007.29"
,19/07/2021,Bill,INV-1821,Emberleaf Workshop,Lionness head,Creditors,71,"612,078.29"
,19/07/2021,Bill,INV-1821,Emberleaf Workshop,Cheetah/lion framing,Creditors,112,"612,190.29"
,19/07/2021,Bill,INV102914,PDQ Freight Ltd,Freight,Creditors,180,"612,370.29"
,19/07/2021,Bill,INV102914,PDQ Freight Ltd,Export Documentation & Customs,Creditors,70,"612,440.29"
,19/07/2021,Bill,INV102914,PDQ Freight Ltd,Airline Handling (Export),Creditors,298,"612,738.29"
,19/07/2021,Bill,INV102914,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,50.37,"612,788.66"
,19/07/2021,Bill,INV102914,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"612,805.16"
,19/07/2021,Bill,INV102914,PDQ Freight Ltd,Packing,Creditors,95,"612,900.16"
,20/07/2021,Bill,INV102918,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,48.63,"612,948.79"
,20/07/2021,Bill,INV102918,PDQ Freight Ltd,Export Documentation & Customs,Creditors,70,"613,018.79"
,20/07/2021,Bill,INV102918,PDQ Freight Ltd,Cartage,Creditors,86.5,"613,105.29"
,20/07/2021,Bill,INV102918,PDQ Freight Ltd,Freight,Creditors,350,"613,455.29"
,20/07/2021,Bill,INV102917,PDQ Freight Ltd,Packing,Creditors,"1,200.00","614,655.29"
,20/07/2021,Bill,INV102918,PDQ Freight Ltd,Airline Handling (Export),Creditors,292,"614,947.29"
,20/07/2021,Bill,INV102917,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"614,963.79"
,20/07/2021,Bill,INV102917,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,155,"615,118.79"
,20/07/2021,Bill,INV102917,PDQ Freight Ltd,Cartage,Creditors,215,"615,333.79"
,20/07/2021,Bill,INV102918,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"615,350.29"
,20/07/2021,Bill,INV102918,PDQ Freight Ltd,Packing,Creditors,75,"615,425.29"
,20/07/2021,Bill,INV102917,PDQ Freight Ltd,Freight,Creditors,"2,832.40","618,257.69"
,20/07/2021,Bill,INV102917,PDQ Freight Ltd,Export Documentation & Customs,Creditors,70,"618,327.69"
,20/07/2021,Bill,INV102917,PDQ Freight Ltd,Airline Handling (Export),Creditors,943.25,"619,270.94"
,22/07/2021,Bill,INV102931,PDQ Freight Ltd,Export Documentation & Customs,Creditors,70,"619,340.94"
,22/07/2021,Bill,INV102931,PDQ Freight Ltd,Freight,Creditors,545,"619,885.94"
,22/07/2021,Bill,INV102931,PDQ Freight Ltd,Airline Handling (Export),Creditors,320.35,"620,206.29"
,22/07/2021,Bill,INV102931,PDQ Freight Ltd,Cartage,Creditors,70,"620,276.29"
,22/07/2021,Bill,INV102931,PDQ Freight Ltd,Cargo Collect/Deliver,Creditors,66.61,"620,342.90"
,22/07/2021,Bill,INV102931,PDQ Freight Ltd,Ancillary Charges,Creditors,16.5,"620,359.40"
,22/07/2021,Bill,INV102931,PDQ Freight Ltd,Packing,Creditors,95,"620,454.40"
,31/07/2021,Journal Entry,3216,,being released to P&L,-Split-,"10,121.21","630,575.61"
,31/07/2021,Journal Entry,3216,,being released to P&L,-Split-,"126,389.03","756,964.64"
,31/07/2021,Journal Entry,3214,,Cookson Gold  refund,-Split-,-63.36,"756,901.28"
,31/07/2021,Journal Entry,3217,,Accrual for S/N 14802,-Split-,400,"757,301.28"
,31/07/2021,Journal Entry,3217,,Accrual for S/N 7065,-Split-,"2,500.00","759,801.28"
,31/07/2021,Journal Entry,3217,,Accrual for S/N 18707,-Split-,"5,000.00","764,801.28"
,31/07/2021,Journal Entry,3213,,S2M1FT0393,-Split-,68,"764,869.28"
,31/07/2021,Journal Entry,3213,,S2M1FT0315,-Split-,1.5,"764,870.78"
,31/07/2021,Journal Entry,3213,,S2M1FT2008,-Split-,14.96,"764,885.74"
,31/07/2021,Journal Entry,3213,,S2M1FT0319,-Split-,2.28,"764,888.02"
,31/07/2021,Journal Entry,3213,,S2M1FT0287,-Split-,11.62,"764,899.64"
,31/07/2021,Journal Entry,3213,,S2M1FT0274,-Split-,2,"764,901.64"
,31/07/2021,Journal Entry,3213,,S2M1FT0221,-Split-,4.98,"764,906.62"
,31/07/2021,Journal Entry,3213,,S2M1FT0274,-Split-,2,"764,908.62"
,31/07/2021,Journal Entry,3213,,S2M1FT0221,-Split-,2.49,"764,911.11"
,31/07/2021,Journal Entry,3215,,Harper office Packing Material  July 2021,-Split-,225.62,"765,136.73"
,31/07/2021,Bill,,T & D O'Neill,Wood collection,Creditors,"1,760.00","766,896.73"
,31/07/2021,Bill,,T & D O'Neill,Wood collection,Creditors,100,"766,996.73"
,31/07/2021,Cheque,1067,,Rigby art cost framing,Commercial card,174.06,"767,170.79"
,31/07/2021,Journal Entry,3198,,Loick July WIP Salary allocation,-Split-,5.82,"767,176.61"
,31/07/2021,Journal Entry,3215,,WBC  bags,-Split-,376.67,"767,553.28"
,01/08/2021,Bill,600590,Traditional English Guncases Ltd,"Repair - To small MDF Box for Bore Gauge.
Leather Cover Box
Fit lock and handle and chapes.
Fit Inside for gauges supplied",Creditors,800,"768,353.28"
,01/08/2021,Bill,600589,Traditional English Guncases Ltd,"Repair of Full length Canvas Case. Altered
Interior for large scope",Creditors,120,"768,473.28"
,01/08/2021,Bill,2.11E+13,Blaser Group,COS - To Carl King invoice ref: 12488,Creditors,229,"768,702.28"
,24/08/2021,Journal Entry,3226,,S2M1FT0220,-Split-,42.74,"768,745.02"
,24/08/2021,Journal Entry,3226,,S2M1FT2028,-Split-,18.2,"768,763.22"
,30/08/2021,Bill,600622,Traditional English Guncases Ltd,Fitted N/Tab to cover 'Stamped TK' - for 18707,Creditors,25,"768,788.22"
,31/08/2021,Cheque,1237,,3dgbire.com,Commercial card,40.1,"768,828.32"
,31/08/2021,Cheque,1238,,"Archive Cardboard Boxes with Handles, 64 litres",Commercial card,15.49,"768,843.81"
,31/08/2021,Cheque,1240,,"Archive Cardboard Boxes with Handles, 64 litres",Commercial card,15.49,"768,859.30"
,31/08/2021,Journal Entry,3247,,Accrual for s/n 14654,-Split-,"8,000.00","776,859.30"
,31/08/2021,Journal Entry,3247,,Accrual for Swarovski invoice John Reed,-Split-,"1,592.00","778,451.30"
,31/08/2021,Journal Entry,3246,,being released to P & L,-Split-,"8,614.02","787,065.32"
,31/08/2021,Journal Entry,3246,,being released to P & L,-Split-,"156,981.05","944,046.37"
,31/08/2021,Journal Entry,3250,,Russell Gordy defender 110 16/12/2020 being transferred to P&L,-Split-,"41,666.66","985,713.03"
,31/08/2021,Journal Entry,3247,,Accrual for Russell Gordy defender s/n RG1,-Split-,"38,334.00","1,024,047.03"
,31/08/2021,Journal Entry,3249,,WBC  bags,-Split-,376.67,"1,024,423.70"
,31/08/2021,Journal Entry,3249,,Harper office Packing August July 2021,-Split-,225.62,"1,024,649.32"
,31/08/2021,Journal Entry,3247,,Accrual for blacking s/n 18726,-Split-,"2,500.00","1,027,149.32"
,31/08/2021,Cheque,1181,Cooksongold,Gold for Engraving,Commercial card,79.92,"1,027,229.24"
,31/08/2021,Cheque,1239,,"Archive Cardboard Boxes with Handles, 64 litres",Commercial card,15.49,"1,027,244.73"
,31/08/2021,Cheque,1216,Cooksongold,Stock silver ovals,Commercial card,253.2,"1,027,497.93"
,01/09/2021,Bill,424,Johnsons & Co Ltd,Repair rifle 1205,Creditors,300,"1,027,797.93"
,02/09/2021,Bill,44613,The Company of Gunmakers,Engraving,Creditors,10,"1,027,807.93"
,03/09/2021,Bill,14,Ray St Ledger & Sons,Turnscrew - SN 14760,Creditors,108,"1,027,915.93"
,13/09/2021,Bill,,Peter Heath Glenser,"A .303 boxlock non-ejector rifle by W.J. Jeffery & Co., 4595 In a John Dickson & Sons brass-mounted oak and leather case",Creditors,"8,000.00","1,035,915.93"
,13/09/2021,Bill,2.11E+13,Blaser Group UK supplier,Blaser F3 30 Luxus pair 20 bore,Creditors,"16,050.00","1,051,965.93"
,14/09/2021,Bill,21232504,Swarovski Optik,Repairs telescopic sights,Creditors,163.5,"1,052,129.43"
,15/09/2021,Bill,OP/I1778613,GMK,Repair gun,Creditors,11.06,"1,052,140.49"
,20/09/2021,Bill,OP/I778868,GMK,Repair gun,Creditors,8.8,"1,052,149.29"
,21/09/2021,Bill,10019,Durable Fasteners Ltd,TOOLING KB 6H/15 RIGBY D73063,Creditors,179,"1,052,328.29"
,23/09/2021,Bill,10124,Durable Fasteners Ltd,Gun cases,Creditors,241.62,"1,052,569.91"
,23/09/2021,Bill,1921,Emberleaf Workshop,Data set up basic fee,Creditors,60,"1,052,629.91"
,30/09/2021,Cheque,1320,,ammunition,Commercial card,102.43,"1,052,732.34"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,052,949.58"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,053,166.82"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,053,384.06"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,053,601.30"
,30/09/2021,Journal Entry,3273,,S2M1FT0445,-Split-,13,"1,053,614.30"
,30/09/2021,Journal Entry,3273,,S2M1FT0396 - X3,-Split-,237,"1,053,851.30"
,30/09/2021,Journal Entry,3273,,S2M1FT0300,-Split-,14,"1,053,865.30"
,30/09/2021,Journal Entry,3273,,S2M1FT0235,-Split-,12.41,"1,053,877.71"
,30/09/2021,Journal Entry,3273,,S2M1FT1835,-Split-,3.44,"1,053,881.15"
,30/09/2021,Journal Entry,3273,,S2M1FT1835,-Split-,3.44,"1,053,884.59"
,30/09/2021,Journal Entry,3273,,S2M1FT1497,-Split-,149.5,"1,054,034.09"
,30/09/2021,Journal Entry,3273,,S2M1FT2023,-Split-,15.36,"1,054,049.45"
,30/09/2021,Journal Entry,3273,,S2M1FT2009,-Split-,0,"1,054,049.45"
,30/09/2021,Journal Entry,3273,,S2M1FT2010,-Split-,0,"1,054,049.45"
,30/09/2021,Journal Entry,3273,,S2M1FT0358,-Split-,92.64,"1,054,142.09"
,30/09/2021,Journal Entry,3273,,S2M1FT1689 - X3,-Split-,417.9,"1,054,559.99"
,30/09/2021,Journal Entry,3273,,S2M1FT0393,-Split-,68,"1,054,627.99"
,30/09/2021,Journal Entry,3273,,S2M1FT0393,-Split-,68,"1,054,695.99"
,30/09/2021,Journal Entry,3273,,S2M1FT2187,-Split-,170,"1,054,865.99"
,30/09/2021,Journal Entry,3281,,Harper office Packing Sept 2021,-Split-,225.62,"1,055,091.61"
,30/09/2021,Journal Entry,3281,,WBC  bags,-Split-,376.67,"1,055,468.28"
,30/09/2021,Journal Entry,3279,,Chip Mahan Cartridge bag stamped with initials and set of double gun sleeves,-Split-,"1,422.00","1,056,890.28"
,30/09/2021,Journal Entry,3279,,being released to P&L,-Split-,"8,481.63","1,065,371.91"
,30/09/2021,Journal Entry,3279,,being released to P&L,-Split-,"93,159.76","1,158,531.67"
,30/09/2021,Journal Entry,3273,,S2M1FT2150,-Split-,74,"1,158,605.67"
,30/09/2021,Journal Entry,3273,,S2M1FT2022,-Split-,18.9,"1,158,624.57"
,30/09/2021,Journal Entry,3273,,S2M1FT2007,-Split-,16.22,"1,158,640.79"
,30/09/2021,Journal Entry,3273,,S2M1FT2021,-Split-,17.25,"1,158,658.04"
,30/09/2021,Journal Entry,3273,,S2M1FT0217,-Split-,34.79,"1,158,692.83"
,30/09/2021,Journal Entry,3273,,S2M1FT0193,-Split-,22.35,"1,158,715.18"
,30/09/2021,Journal Entry,3273,,S2M1FT2006,-Split-,11.39,"1,158,726.57"
,30/09/2021,Journal Entry,3273,,S2M1FT0252,-Split-,32.55,"1,158,759.12"
,30/09/2021,Journal Entry,3273,,S2M1FT0331,-Split-,38.41,"1,158,797.53"
,30/09/2021,Journal Entry,3273,,S2M1FT0331,-Split-,38.41,"1,158,835.94"
,30/09/2021,Journal Entry,3273,,S2M1FT0331,-Split-,38.41,"1,158,874.35"
,30/09/2021,Journal Entry,3273,,S2M1FT0184,-Split-,38.51,"1,158,912.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,159,064.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,159,216.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,159,368.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,159,520.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,159,672.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,159,824.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,159,976.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,160,128.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,160,280.86"
,30/09/2021,Journal Entry,3273,,S2M1FT2068,-Split-,152,"1,160,432.86"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,160,650.10"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,160,867.34"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,161,084.58"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,161,301.82"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,161,519.06"
,30/09/2021,Journal Entry,3273,,S2M1FT1963,-Split-,217.24,"1,161,736.30"
,01/10/2021,Bill,1240JRL,Laser Welding Services,1 barrel to build up underside of lug,Creditors,190,"1,161,926.30"
,01/10/2021,Supplier Credit,,Durable Fasteners Ltd,correction -duplicate bill,Creditors,-179,"1,161,747.30"
,01/10/2021,Bill,600642,Traditional English Guncases Ltd,Canvas outer cover fitted to canvas big game case,Creditors,370,"1,162,117.30"
,01/10/2021,Bill,1784,Emberleaf Workshop,Data set up fee,Creditors,30,"1,162,147.30"
