type,title,date_added,release_year,rating,listed_in
Movie,**Milestone**,05/07/2021,2021C,",?TV-14","Dramas, Independent Movies, International Movies"
Movie,**Monster**,05/07/2021,2021s,",?TV-MA",Dramas
TV Show,**Sab Jholmaal Hai**,05/07/2021,2017s,",?TV-Y7","Kids' TV, TV Comedies"
Movie,**Time to Dance**,05/07/2021,2020s,",?TV-PG","Dramas, International Movies, Romantic Movies"
Movie,**Unrest**,05/07/2021,2017C,",?TV-MA",Documentaries
Movie,**And Tomorrow the Entire World**,05/06/2021,2020,",?TV-MA","Dramas, International Movies, Thrillers"
TV Show,"**Money, Explained**",05/11/2021,2021),",?TV-14",Docuseries
Movie,**Dead Man Down**,05/06/2021,2013s,",?R",Action & Adventure
Movie,**Framing John DeLorean**,05/05/2021,2019),",?TV-MA","Documentaries, Dramas"
Movie,**Dead Again in Tombstone**,05/01/2021,2017,",?R","Action & Adventure, Horror Movies"
TV Show,**The Sons of Sam: A Descent into Darkness**,05/05/2021,2021S,",?TV-MA","Crime TV Shows, Docuseries"
Movie,**The Clovehitch Killer**,05/04/2021,2018,",?TV-MA","Dramas, Independent Movies, Thrillers"
Movie,**Aliens Stole My Body**,05/01/2021,2020S,",?PG","Children & Family Movies, Comedies"
Movie,**Au coeur des gangs**,05/01/2021,2006s,",?R","Action & Adventure, Dramas"
Movie,**Best of the Best**,05/01/2021,1989,",?PG-13","Action & Adventure, Sports Movies"
Movie,**Due Date**,05/01/2021,2010c,",?R","Action & Adventure, Comedies"
Movie,**Fun with Dick & Jane**,05/01/2021,2005,",?PG-13",Comedies
Movie,**Green Zone**,05/01/2021,2010c,",?R",Action & Adventure
Movie,**Hachi: A Dog's Tale**,05/01/2021,2009c,",?G","Children & Family Movies, Dramas"
Movie,**JT LeRoy**,05/01/2021,2018C,",?R","Dramas, Independent Movies"
Movie,**Madagascar 3: Europe's Most Wanted**,05/01/2021,2012,",?PG","Children & Family Movies, Comedies"
Movie,**Mystic River**,05/01/2021,2003(,",?R","Dramas, Thrillers"
Movie,**Never Back Down**,05/01/2021,2008s,",?PG-13","Action & Adventure, Dramas, Sports Movies"
Movie,**S.M.A.R.T Chase**,05/01/2021,2018c,",?TV-MA",Action & Adventure
Movie,**Sitting in Limbo**,05/01/2021,2020,",?TV-MA","Dramas, International Movies"
Movie,**Stargate**,05/01/2021,1994S,",?PG-13","Action & Adventure, Sci-Fi & Fantasy"
Movie,**State of Play**,05/01/2021,2009c,",?PG-13","Dramas, Thrillers"
Movie,**Swiped**,05/01/2021,2018c,",?TV-14",Comedies
Movie,**The Darkest Hour**,05/01/2021,2011S,",?PG-13","Action & Adventure, Sci-Fi & Fantasy"
Movie,**The Lovely Bones**,05/01/2021,2009s,",?PG-13","Dramas, International Movies, Sci-Fi & Fantasy"
Movie,**The Sweetest Thing**,05/01/2021,2002(,",?R","Comedies, Romantic Movies"
Movie,**The Whole Nine Yards**,05/01/2021,2000S,",?R","Action & Adventure, Comedies"
Movie,**The Whole Truth**,05/01/2021,2016S,",?R","Dramas, Thrillers"
Movie,**The Yeti Adventures**,05/01/2021,2018,",?TV-PG","Children & Family Movies, Comedies"
Movie,**Under Siege**,05/01/2021,1992,",?R",Action & Adventure
Movie,**Motu Patlu in Dragon's World**,05/01/2021,2017,",?TV-Y7","Children & Family Movies, Comedies"
Movie,**Zack and Miri Make a Porno**,05/01/2021,2008,",?R","Comedies, Independent Movies, Romantic Movies"
Movie,**The Disciple**,4/30/2021,2021C,",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**The Strangers: Prey at Night**,4/30/2021,2018S,",?R",Horror Movies
TV Show,**The Innocent**,4/30/2021,2021c,",?TV-MA","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Movie,**Get the Grift**,4/28/2021,2021S,",?TV-MA","Comedies, International Movies"
Movie,**August: Osage County**,4/27/2021,2014(,",?R",Dramas
Movie,**Battle: Los Angeles**,4/27/2021,2011(,",?PG-13","Action & Adventure, Sci-Fi & Fantasy"
Movie,**Between Worlds**,4/27/2021,2018),",?R",Thrillers
Movie,**One**,4/27/2021,2020S,",?TV-PG","Dramas, International Movies"
Movie,**The Mitchells vs. The Machines**,4/30/2021,2021s,",?PG","Children & Family Movies, Comedies"
Movie,**Things Heard & Seen**,4/29/2021,2021,",?TV-MA","Horror Movies, Thrillers"
Movie,**Seven**,4/30/2021,2019(,",?TV-14","Dramas, International Movies"
Movie,**Ram Prasad Ki Tehrvi**,4/24/2021,2019s,",?TV-14","Dramas, Independent Movies, International Movies"
Movie,**Legal Hash**,4/23/2021,2019c,",?TV-MA","Comedies, International Movies"
Movie,**Among Family**,4/23/2021,2017s,",?TV-14","Comedies, International Movies"
Movie,**Dedemin Fisi**,4/23/2021,2016S,",?TV-14","Comedies, International Movies"
Movie,**Deliha**,4/23/2021,2014,",?TV-MA","Comedies, International Movies, Romantic Movies"
Movie,**Düğün Dernek**,4/23/2021,2013,",?TV-MA","Comedies, International Movies"
Movie,**Dügün Dernek 2: Sünnet**,4/23/2021,2015,",?TV-MA","Comedies, International Movies"
Movie,**G.O.R.A**,4/23/2021,2004C,",?TV-MA","Action & Adventure, Comedies, International Movies"
Movie,**Hayat Öpücügü**,4/23/2021,2015S,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Heroes: Silence and Rock & Roll**,4/23/2021,2021s,",?TV-MA","Documentaries, International Movies, Music & Musicals"
Movie,**Kara Bela**,4/23/2021,2015s,",?TV-MA","Comedies, International Movies"
Movie,**Kocan Kadar Konus**,4/23/2021,2015C,",?TV-MA","Comedies, International Movies, Romantic Movies"
Movie,**Kocan Kadar Konus 2: Dirilis**,4/23/2021,2016,",?TV-14","Comedies, International Movies, Romantic Movies"
TV Show,**Let's Fight Ghost**,4/23/2021,2021,",?TV-14","International TV Shows, Romantic TV Shows, TV Comedies"
Movie,**My Travel Buddy**,4/23/2021,2017c,",?TV-MA","Comedies, International Movies"
Movie,**Niyazi Gül Dörtnala**,4/23/2021,2015C,",?TV-MA","Comedies, International Movies"
Movie,**One Like It**,4/23/2021,2020S,",?TV-G","Dramas, Independent Movies, International Movies"
Movie,**Perfume Imaginary Museum “Time Warp”**,4/23/2021,2020s,",?TV-G","International Movies, Music & Musicals"
Movie,**Wild Dog**,4/22/2021,2020(,",?TV-MA","Action & Adventure, International Movies"
Movie,**This Lady Called Life**,4/23/2021,2020,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**Vizontele**,4/23/2021,2001(,",?TV-MA","Comedies, Dramas, International Movies"
Movie,**HOMUNCULUS**,4/22/2021,2021s,",?TV-MA","Horror Movies, International Movies, Thrillers"
Movie,**Motu Patlu Dino Invasion**,4/20/2021,2018s,",?TV-Y7","Children & Family Movies, Comedies"
Movie,**Motu Patlu in Octupus World**,4/20/2021,2017c,",?TV-Y","Children & Family Movies, Comedies"
Movie,**Stowaway**,4/22/2021,2021,",?TV-MA","Dramas, International Movies, Thrillers"
Movie,**Oloibiri**,4/21/2021,2015,",?TV-14","Dramas, International Movies, Thrillers"
Movie,**Tell Me When**,4/21/2021,2021s,",?TV-MA","Comedies, International Movies"
Movie,**Motu Patlu VS Robo Kids**,4/20/2021,2019C,",?TV-Y",Children & Family Movies
Movie,**Rudra: Secret of the Black Moon**,4/20/2021,2020S,",?TV-Y7",Children & Family Movies
Movie,**Miss Sloane**,4/19/2021,2016c,",?R",Thrillers
Movie,**Searching For Sheela**,4/22/2021,2021s,",?TV-14","Documentaries, International Movies"
Movie,**American Me**,4/17/2021,1992C,",?R",Dramas
Movie,**Delhi Belly**,4/17/2021,2011c,",?TV-MA","Action & Adventure, Comedies, International Movies"
Movie,**Dhobi Ghat (Mumbai Diaries)**,4/17/2021,2010s,",?TV-MA","Dramas, International Movies"
Movie,**Jaane Tu... Ya Jaane Na**,4/17/2021,2008S,",?TV-14","Comedies, International Movies, Music & Musicals"
Movie,**Lagaan**,4/17/2021,2001,",?PG","Dramas, International Movies, Music & Musicals"
Movie,**Madness in the Desert**,4/17/2021,2004C,",?TV-14","Documentaries, International Movies"
Movie,**Peepli Live**,4/17/2021,2010,",?TV-MA","Comedies, Dramas, Independent Movies"
Movie,**Taare Zameen Par**,4/17/2021,2007S,",?PG","Dramas, International Movies"
Movie,**Ajeeb Daastaans**,4/16/2021,2021s,",?TV-MA","Dramas, Independent Movies, International Movies"
Movie,**Arlo the Alligator Boy**,4/16/2021,2021,",?TV-Y7","Children & Family Movies, Comedies, Music & Musicals"
Movie,**Barbie & Chelsea: The Lost Birthday**,4/16/2021,2021,",?TV-Y",Children & Family Movies
Movie,**Crimson Peak**,4/16/2021,2015(,",?R","Horror Movies, Romantic Movies, Sci-Fi & Fantasy"
Movie,**Doctor Bello**,4/16/2021,2013S,",?TV-MA","Dramas, International Movies"
Movie,**Four Sisters Before the Wedding**,4/16/2021,2020s,",?TV-MA","Children & Family Movies, Comedies, Dramas"
Movie,**Into the Beat**,4/16/2021,2020C,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**Rush**,4/16/2021,2013S,",?R","Action & Adventure, Dramas, International Movies"
Movie,**Synchronic**,4/16/2021,2020,",?R",Thrillers
Movie,**The Zookeeper's Wife**,4/16/2021,2017c,",?PG-13",Dramas
Movie,**Time Trap**,4/16/2021,2017,",?TV-14","Action & Adventure, Sci-Fi & Fantasy"
Movie,**Tuesdays & Fridays**,4/16/2021,2021c,",?TV-14","Comedies, Dramas, International Movies"
Movie,**Dark City Beneath the Beat**,4/15/2021,2020,",?TV-MA","Documentaries, Music & Musicals"
Movie,**GANTZ:O**,4/15/2021,2016,",?TV-MA","Action & Adventure, Anime Features, Horror Movies"
TV Show,**Garth Brooks: The Road I’m On**,4/15/2021,2019),",?TV-PG",Docuseries
Movie,**Only Mine**,4/15/2021,2019,",?TV-14",Thrillers
Movie,**Ride or Die**,4/15/2021,2021(,",?TV-MA","Dramas, International Movies, LGBTQ Movies"
Movie,**The Master**,4/15/2021,2012),",?R","Dramas, Independent Movies"
Movie,**Time Is Illmatic**,4/15/2021,2014,",?TV-MA","Documentaries, Music & Musicals"
Movie,**Zoot Suit**,4/15/2021,1981c,",?R","Cult Movies, Dramas, Music & Musicals"
Movie,**The Soul**,4/14/2021,2021),",?TV-MA","Dramas, International Movies, Thrillers"
TV Show,**The Underclass**,4/14/2021,2020c,",?TV-MA","International TV Shows, TV Dramas, Teen TV Shows"
Movie,**Wave of Cinema: One Day We'll Talk About Today**,4/15/2021,2020C,",?TV-14","Documentaries, International Movies, Music & Musicals"
Movie,**Uppena**,4/14/2021,2020(,",?TV-14","Dramas, International Movies, Romantic Movies"
TV Show,**My Love: Six Stories of True Love**,4/13/2021,2021c,",?TV-PG",Docuseries
Movie,**Motu Patlu in Hong Kong: Kung Fu Kings 3**,4/13/2021,2017,",?TV-Y7","Children & Family Movies, Music & Musicals"
Movie,**New Gods: Nezha Reborn**,04/12/2021,2021,",?TV-14","Action & Adventure, Anime Features, International Movies"
Movie,**Motu Patlu in the City of Gold**,4/13/2021,2018s,",?TV-Y7","Children & Family Movies, Comedies, Music & Musicals"
Movie,**Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers**,4/13/2021,2018s,",?TV-Y7","Children & Family Movies, Music & Musicals"
Movie,**The Stand-In**,04/10/2021,2020(,",?R",Comedies
Movie,**Motu Patlu the Superheroes – Super Villains from Mars**,4/13/2021,2019S,",?TV-Y7",Children & Family Movies
Movie,**Night in Paradise**,04/09/2021,2021,",?TV-MA","Dramas, International Movies"
Movie,**Ojukokoro: Greed**,04/09/2021,2016C,",?TV-MA","Dramas, International Movies, Thrillers"
Movie,**Roohi**,04/09/2021,2021s,",?TV-14","Comedies, Horror Movies, International Movies"
Movie,**Thunder Force**,04/09/2021,2021S,",?PG-13","Action & Adventure, Comedies"
Movie,**Two Distant Strangers**,04/09/2021,2021(,",?TV-MA",Dramas
Movie,**Story of Kale: When Someone's in Love**,04/08/2021,2020c,",?TV-PG","Dramas, International Movies, Romantic Movies"
Movie,**Shiva VS Autobots**,4/13/2021,2018,",?TV-Y7",Children & Family Movies
Movie,**Shiva: Journey to Plunotaria**,4/13/2021,2019,",?TV-Y7",Children & Family Movies
Movie,**Shiva: The Secret World Of Vedas City**,4/13/2021,2017c,",?TV-Y",Children & Family Movies
Movie,**The Last Kids on Earth: Happy Apocalypse to You**,04/06/2021,2021C,",?TV-Y7","Children & Family Movies, Comedies"
Movie,**Coded Bias**,04/05/2021,2020C,",?TV-MA",Documentaries
Movie,**Mandela**,04/05/2021,2021C,",?TV-14","Comedies, Dramas, International Movies"
Movie,**The Fisherman's Diary**,04/04/2021,2020C,",?TV-MA","Dramas, International Movies"
Movie,**What Lies Below**,04/04/2021,2020C,",?TV-MA","Horror Movies, Thrillers"
Movie,**Escape from Planet Earth**,04/03/2021,2013,",?PG","Children & Family Movies, Comedies, Sci-Fi & Fantasy"
Movie,**Accepted**,04/02/2021,2006),",?PG-13",Comedies
Movie,**Air Strike**,04/02/2021,2018),",?R","Action & Adventure, Dramas, International Movies"
Movie,**An American Girl: McKenna Shoots for the Stars**,04/02/2021,2012,",?TV-Y","Children & Family Movies, Comedies, Dramas"
Movie,**Concrete Cowboy**,04/02/2021,2021C,",?R","Dramas, Independent Movies"
Movie,**Cross: Rise of the Villains**,04/02/2021,2019(,",?R",Action & Adventure
Movie,**God Calling**,04/02/2021,2018(,",?TV-MA","Dramas, Faith & Spirituality, International Movies"
Movie,**Irul**,04/02/2021,2021,",?TV-MA","International Movies, Thrillers"
Movie,**Just Say Yes**,04/02/2021,2021C,",?TV-MA","Comedies, International Movies, Romantic Movies"
Movie,**Madame Claude**,04/02/2021,2021S,",?TV-MA","Dramas, International Movies"
Movie,**Wild Child**,04/02/2021,2008C,",?PG-13","Comedies, Romantic Movies"
Movie,**Woody Woodpecker**,04/02/2021,2017,",?PG","Children & Family Movies, Comedies"
Movie,**2012**,04/01/2021,2009,",?PG-13","Action & Adventure, Sci-Fi & Fantasy"
Movie,**3 Idiots**,04/01/2021,2009S,",?PG-13","Comedies, Dramas, International Movies"
Movie,**Ferrari Ki Sawaari**,04/01/2021,2012,",?TV-PG","Comedies, International Movies, Sports Movies"
Movie,**Ibrahim a Fate to Define**,04/01/2021,2019s,",?TV-PG","Documentaries, International Movies"
Movie,**Insidious**,04/01/2021,2010,",?PG-13","Horror Movies, Thrillers"
Movie,**Into the Grizzly Maze**,04/01/2021,2015S,",?R","Action & Adventure, Horror Movies"
Movie,**Kingsglaive: Final Fantasy XV**,04/01/2021,2016,",?PG-13","Action & Adventure, Sci-Fi & Fantasy"
Movie,**Legally Blonde**,04/01/2021,2001,",?PG-13","Comedies, Romantic Movies"
Movie,**Madam Chief Minister**,04/01/2021,2020C,",?TV-14","Dramas, International Movies"
Movie,**Maximum Risk**,04/01/2021,1996,",?R",Action & Adventure
Movie,**My Fair Lady**,04/01/2021,1964c,",?G","Classic Movies, Music & Musicals"
Movie,**S.W.A.T.: Under Siege**,04/01/2021,2017,",?R","Action & Adventure, International Movies"
Movie,**Seven Souls in the Skull Castle: Season Bird**,04/01/2021,2017C,",?TV-14","Action & Adventure, Dramas, International Movies"
Movie,**Seven Souls in the Skull Castle: Season Flower**,04/01/2021,2017c,",?TV-14","Action & Adventure, Dramas, International Movies"
Movie,**Seven Souls in the Skull Castle: Season Wind**,04/01/2021,2017,",?TV-14","Action & Adventure, Dramas, International Movies"
Movie,**Sniper: Ghost Shooter**,04/01/2021,2016S,",?R",Action & Adventure
Movie,**Starship Troopers: Traitor of Mars**,04/01/2021,2017S,",?R","Action & Adventure, Sci-Fi & Fantasy"
Movie,**Takers**,04/01/2021,2010c,",?PG-13",Action & Adventure
Movie,**Tersanjung the Movie**,04/01/2021,2021C,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**The Knight and the Princess**,04/01/2021,2019C,",?TV-PG","Action & Adventure, International Movies, Music & Musicals"
Movie,**The Pianist**,04/01/2021,2002S,",?R","Dramas, Independent Movies, International Movies"
Movie,**The Stepfather**,04/01/2021,2009s,",?PG-13","Horror Movies, Thrillers"
Movie,**Universal Soldier: The Return**,04/01/2021,1999c,",?R",Action & Adventure
Movie,**Wazir**,04/01/2021,2016C,",?TV-14","Dramas, International Movies, Thrillers"
Movie,**White Boy**,04/01/2021,2017c,",?TV-MA",Documentaries
Movie,**Yes Man**,04/01/2021,2008,",?PG-13","Comedies, Romantic Movies"
Movie,**At Eternity's Gate**,3/31/2021,2018),",?PG-13",Dramas
TV Show,**Haunted: Latin America**,3/31/2021,2021),",?TV-14","International TV Shows, Reality TV, Spanish-Language TV Shows"
Movie,**Not a Game**,3/31/2021,2020c,",?TV-MA","Documentaries, International Movies, Sports Movies"
Movie,**7 Yards: The Chris Norton Story**,3/30/2021,2021(,",?TV-PG",Documentaries
Movie,**Octonauts & the Ring of Fire**,3/30/2021,2021c,",?TV-Y",Children & Family Movies
Movie,**Black Is Beltza**,3/26/2021,2018S,",?TV-MA","Dramas, International Movies"
Movie,**Mandela: Long Walk to Freedom**,3/29/2021,2013,",?PG-13","Dramas, International Movies"
Movie,**Lawless**,3/28/2021,2012S,",?R",Dramas
Movie,**Marked**,3/28/2021,2021s,",?TV-PG","Documentaries, International Movies"
Movie,**A Week Away**,3/26/2021,2021(,",?TV-PG","Children & Family Movies, Faith & Spirituality, Music & Musicals"
Movie,**Croupier**,3/26/2021,1998),",?TV-MA","Dramas, Independent Movies, Thrillers"
Movie,**Keeping the Bees**,3/26/2021,2020),",?TV-14","Dramas, International Movies"
Movie,**Ni de coña**,3/26/2021,2020C,",?TV-MA","Comedies, International Movies"
Movie,**Pagglait**,3/26/2021,2021S,",?TV-PG","Comedies, Dramas, International Movies"
Movie,**Caught by a Wave**,3/25/2021,2021C,",?TV-14","Dramas, International Movies, Romantic Movies"
Movie,**Secret Magic Control Agency**,3/25/2021,2021C,",?TV-Y7","Children & Family Movies, Comedies"
Movie,**Seaspiracy**,3/24/2021,2021c,",?TV-14",Documentaries
Movie,**Loyiso Gola: Unlearning**,3/23/2021,2021),",?TV-MA",Stand-Up Comedy
TV Show,**Men on a Mission**,3/23/2021,2021,",?TV-14","International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows"
Movie,**Reframe THEATER EXPERIENCE with you**,3/19/2021,2020c,",?TV-G","International Movies, Music & Musicals"
Movie,**Philomena**,3/22/2021,2013c,",?PG-13","Dramas, Independent Movies, International Movies"
Movie,**Any Crybabies Around?**,3/20/2021,2020),",?TV-MA","Dramas, International Movies"
Movie,**Hospital**,3/20/2021,2020(,",?TV-MA","Horror Movies, International Movies"
Movie,**Jiu Jitsu**,3/20/2021,2020,",?R",Action & Adventure
Movie,**The Yin Yang Master**,3/19/2021,2021),",?TV-14","Action & Adventure, International Movies"
Movie,**Who's the Boss**,3/19/2021,2020),",?TV-MA","Comedies, International Movies, Romantic Movies"
Movie,**Deadly Illusions**,3/18/2021,2021,",?R",Thrillers
Movie,**Get the Goat**,3/18/2021,2021(,",?TV-14","Action & Adventure, Comedies, International Movies"
Movie,**Nate Bargatze: The Greatest Average American**,3/18/2021,2021(,",?TV-G",Stand-Up Comedy
Movie,**Skylines**,3/18/2021,2020,",?R",Action & Adventure
Movie,**The Fluffy Movie**,3/18/2021,2014),",?PG-13",Stand-Up Comedy
Movie,**The Present**,3/18/2021,2020,",?TV-MA","Dramas, International Movies"
Movie,**Catch.er**,3/17/2021,2017,",?TV-14","Dramas, International Movies, Thrillers"
Movie,**Operation Varsity Blues: The College Admissions Scandal**,3/17/2021,2021C,",?R",Documentaries
TV Show,**Under Suspicion: Uncovering the Wesphael Case**,3/17/2021,2021S,",?TV-14","Crime TV Shows, Docuseries, International TV Shows"
Movie,**Get on Up**,3/16/2021,2014s,",?PG-13","Dramas, Music & Musicals"
Movie,**RebellComedy: Straight Outta the Zoo**,3/16/2021,2021,",?TV-MA",Stand-Up Comedy
Movie,**Savages**,3/16/2021,2012s,",?R","Dramas, Thrillers"
Movie,**C/O Kaadhal**,3/15/2021,2021C,",?TV-14","Dramas, International Movies, Romantic Movies"
