,Manufacturer,Model_Name,Category,Screen_Size_Inches,Screen,CPU,CPU_Brands,RAM_GB,Storage,Storage_Type,GPU,GPU_Brands,Operating_System,Operating_System_Version,Weight,Resolution & Weight,Price_Euros
955,Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,16,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.36kg,3840x2160  ------>  4.36kg,"3154,00"
962,Acer,Aspire F5-573G-510L,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,12,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"1009,00"
964,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.04kg,1366x768  ------>  2.04kg,"846,50"
968,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,32,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.42kg,1920x1080  ------>  4.42kg,"3149,00"
969,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,6,256GB SSD,SSD,Nvidia GeForce 920MX,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"695,00"
972,Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,32,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.42kg,1920x1080  ------>  4.42kg,"2800,00"
974,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.73kg,1920x1080  ------>  2.73kg,"2049,90"
975,HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.04kg,1920x1080  ------>  2.04kg,"979,00"
977,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,Intel,16,512GB SSD +  2TB HDD,SSD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.3kg,3840x2160  ------>  2.3kg,"1799,00"
979,Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.99kg,1920x1080  ------>  2.99kg,"1749,00"
987,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.5kg,1920x1080  ------>  2.5kg,"1189,00"
998,Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.5kg,1920x1080  ------>  2.5kg,"1799,00"
1000,Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.7kg,1920x1080  ------>  2.7kg,"1260,00"
1008,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,1.64kg,1920x1080  ------>  1.64kg,"1049,26"
1010,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,1TB Hybrid,Hybrid,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.65kg,1920x1080  ------>  2.65kg,"949,00"
1017,Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,Intel,16,512GB SSD,SSD,Nvidia Quadro 3000M,Nvidia,Windows,7,2.4kg,3840x2160  ------>  2.4kg,"2968,00"
1023,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,1.64kg,1920x1080  ------>  1.64kg,"1185,43"
1029,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.63kg,1920x1080  ------>  2.63kg,"1080,00"
1032,MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.7kg,1920x1080  ------>  2.7kg,"1191,80"
1042,Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Intel,16,256GB SSD,SSD,Nvidia GeForce 930M,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"1425,00"
1047,MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,3.78kg,1920x1080  ------>  3.78kg,"1545,64"
1048,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.6kg,1920x1080  ------>  4.6kg,"2289,99"
1051,HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,1.91kg,1920x1080  ------>  1.91kg,"979,00"
1059,MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.94kg,1920x1080  ------>  2.94kg,"1819,00"
1061,Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,1TB HDD,HDD,Nvidia GeForce GTX 965M,Nvidia,No OS,,4kgs,1920x1080  ------>  4kgs,"998,00"
1064,MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,1.8kg,1920x1080  ------>  1.8kg,"1929,00"
1066,Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,64,1TB SSD,SSD,Nvidia GeForce GTX 980 ,Nvidia,Windows,10,3.58kg,1920x1080  ------>  3.58kg,"3975,00"
1068,Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 970M,Nvidia,Windows,10,3.21kg,3840x2160  ------>  3.21kg,"1329,00"
1076,Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.3kg,1920x1080  ------>  2.3kg,"977,00"
1077,MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,3.78kg,1920x1080  ------>  3.78kg,"2499,00"
1081,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,32,512GB SSD +  1TB Hybrid,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.6kg,1920x1080  ------>  4.6kg,"3240,00"
1092,Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.7kg,1920x1080  ------>  2.7kg,"1599,00"
1095,Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,8,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"799,00"
1097,MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce GTX 965M,Nvidia,Windows,10,2.6kg,1920x1080  ------>  2.6kg,"1599,00"
1099,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.3kg,1920x1080  ------>  4.3kg,"2299,00"
1104,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,512GB SSD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"1199,00"
1106,MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.9kg,1920x1080  ------>  2.9kg,"1511,19"
1109,Asus,Rog GL552VW-CN470T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.59kg,1920x1080  ------>  2.59kg,"1339,00"
1116,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,16,256GB SSD +  1TB Hybrid,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.6kg,1920x1080  ------>  4.6kg,"2749,99"
1119,Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,3.52kg,1920x1080  ------>  3.52kg,"1312,49"
1128,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,No OS,,2.4kg,1920x1080  ------>  2.4kg,"989,00"
1129,HP,Omen -,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,3.35kg,1920x1080  ------>  3.35kg,"1129,00"
1131,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,Intel,8,512GB SSD,SSD,Nvidia Quadro M500M,Nvidia,Windows,7,1.8kg,1920x1080  ------>  1.8kg,"2050,38"
1134,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.23kg,1920x1080  ------>  2.23kg,"616,00"
1136,HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,256GB SSD,SSD,Nvidia Quadro M3000M,Nvidia,Windows,7,3kg,1920x1080  ------>  3kg,"3949,40"
1138,MSI,GT72S Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,3.78kg,1920x1080  ------>  3.78kg,"2399,00"
1141,MSI,GP62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"1142,80"
1143,HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,256GB SSD,SSD,Nvidia Quadro M1000M,Nvidia,Windows,7,2.59kg,1920x1080  ------>  2.59kg,"2229,00"
1145,HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,256GB SSD,SSD,Nvidia Quadro M1000M,Nvidia,Windows,7,2.0kg,1920x1080  ------>  2.0kg,"1899,00"
1147,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.18kg,1920x1080  ------>  2.18kg,"1009,90"
1153,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 1050Ti,Nvidia,Windows,10,2.62kg,1920x1080  ------>  2.62kg,"1199,00"
1154,Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 960M,Nvidia,Windows,10,2.04kg,3840x2160  ------>  2.04kg,"2250,68"
1156,MSI,GP72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.7kg,1920x1080  ------>  2.7kg,"1492,80"
1161,MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 970M,Nvidia,Windows,10,1.7kg,1920x1080  ------>  1.7kg,"1769,00"
1162,HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.62kg,1920x1080  ------>  2.62kg,"899,00"
1165,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.62kg,3840x2160  ------>  2.62kg,"1498,00"
1167,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce 920MX ,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"468,00"
1169,MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"839,00"
1174,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,No OS,,2.2kg,1920x1080  ------>  2.2kg,"709,00"
1177,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,512GB SSD,SSD,Nvidia GeForce GTX 960,Nvidia,Windows,10,3.31kg,1920x1080  ------>  3.31kg,"1305,00"
1178,MSI,GS60 Ghost,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 970M,Nvidia,Windows,10,1.91kg,1920x1080  ------>  1.91kg,"2153,37"
1181,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,6,256GB SSD,SSD,Nvidia GeForce 920M,Nvidia,Windows,10,1.54kg,1920x1080  ------>  1.54kg,"831,00"
1182,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce GT 940MX,Nvidia,Linux,,1.98kg,1920x1080  ------>  1.98kg,"895,01"
1184,HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,6,1TB HDD,HDD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.18kg,1920x1080  ------>  2.18kg,"799,00"
1185,Asus,Rog GL552VW-DM201T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.591kg,1920x1080  ------>  2.591kg,"909,00"
1187,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,4,256GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.23kg,1920x1080  ------>  2.23kg,"691,00"
1189,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.2kg,1920x1080  ------>  4.2kg,"2599,00"
1190,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"819,00"
1195,HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,12,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.21kg,1920x1080  ------>  2.21kg,"1327,00"
1197,Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,4.3kg,1920x1080  ------>  4.3kg,"2150,00"
1199,MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.43kg,1920x1080  ------>  2.43kg,"2048,90"
1201,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Intel,8,500GB HDD,HDD,Nvidia GeForce 920MX,Nvidia,No OS,,2.2kg,1366x768  ------>  2.2kg,"629,00"
1204,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1169,00"
1208,Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,3.3kg,1600x900  ------>  3.3kg,"629,00"
1209,Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"2449,00"
1211,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1749,00"
1212,MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.43kg,1920x1080  ------>  2.43kg,"1948,99"
1214,Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.9kg,1920x1080  ------>  2.9kg,"1949,00"
1216,Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,3.3kg,1600x900  ------>  3.3kg,"598,00"
1218,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960<U+039C>,Nvidia,Windows,10,2.6kg,1920x1080  ------>  2.6kg,"1272,00"
1221,MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1476,11"
1228,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,1920x1080  ------>  2.6kg,"1029,00"
1229,MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1149,00"
1231,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,1TB SSD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,1.95kg,1920x1080  ------>  1.95kg,"3499,00"
1233,MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.7kg,1920x1080  ------>  2.7kg,"1598,00"
1238,MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.3kg,1920x1080  ------>  2.3kg,"1169,00"
1243,Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,16,512GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.77kg,1920x1080  ------>  2.77kg,"1799,00"
1245,Asus,Rog GL553VE-FY052T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.5kg,1920x1080  ------>  2.5kg,"1600,00"
1247,Asus,Rog GL502VS,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,2.34kg,1920x1080  ------>  2.34kg,"2325,00"
1252,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,Intel,6,128GB SSD,SSD,Nvidia GeForce 920MX,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"569,00"
1256,Asus,Rog G752VT-GC073T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 970M,Nvidia,Windows,10,4.0kg,1920x1080  ------>  4.0kg,"1900,00"
1259,MSI,GE62 Apache,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"1229,00"
1265,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,1920x1080  ------>  2.6kg,"899,00"
1269,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Intel,4,500GB HDD,HDD,Nvidia GeForce 920M,Nvidia,Windows,10,2.2kg,1366x768  ------>  2.2kg,"720,32"
1279,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,1920x1080  ------>  2.6kg,"899,00"
1283,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Intel,4,500GB HDD,HDD,Nvidia GeForce 920M,Nvidia,Windows,10,2.2kg,1366x768  ------>  2.2kg,"720,32"
1293,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,1920x1080  ------>  2.6kg,"899,00"
1297,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Intel,4,500GB HDD,HDD,Nvidia GeForce 920M,Nvidia,Windows,10,2.2kg,1366x768  ------>  2.2kg,"720,32"
